Yardline,Quarter,Yds_to_go,Time_remaining,Wind_speed,Timeouts,Score_differential,Offense_strength,Opp_defense_strength
28.0,4.0,8.0,437.0,7.0,2.0,13.0,0.0792231791851609,-0.0240221090301881
74.0,4.0,9.0,201.0,7.0,2.0,8.0,0.0792231791851609,-0.0240221090301881
46.0,2.0,15.0,2700.0,7.0,3.0,0.0,0.0792231791851609,0.08708063585269
67.0,3.0,4.0,1615.0,7.0,3.0,3.0,0.0792231791851609,0.08708063585269
50.0,3.0,8.0,1052.0,7.0,3.0,-4.0,0.0792231791851609,0.08708063585269
8.0,4.0,3.0,120.0,7.0,2.0,-4.0,0.0792231791851609,0.08708063585269
55.0,4.0,2.0,26.0,7.0,0.0,-4.0,0.0792231791851609,0.08708063585269
74.0,1.0,4.0,3326.0,4.0,3.0,0.0,0.0792231791851609,-0.0009660005804004
61.0,1.0,7.0,2836.0,4.0,3.0,-7.0,0.0792231791851609,-0.0009660005804004
62.0,2.0,3.0,2419.0,4.0,2.0,0.0,0.0792231791851609,-0.0009660005804004
51.0,2.0,26.0,2135.0,4.0,2.0,0.0,0.0792231791851609,-0.0009660005804004
87.0,2.0,7.0,1825.0,4.0,2.0,-3.0,0.0792231791851609,-0.0009660005804004
43.0,3.0,3.0,934.0,4.0,2.0,4.0,0.0792231791851609,-0.0009660005804004
76.0,4.0,2.0,312.0,4.0,2.0,11.0,0.0792231791851609,-0.0009660005804004
30.0,4.0,4.0,133.0,4.0,2.0,11.0,0.0792231791851609,-0.0009660005804004
59.0,1.0,11.0,3503.0,13.0,3.0,0.0,0.0792231791851609,-0.0705246476824611
6.0,2.0,6.0,2136.0,13.0,3.0,0.0,0.0792231791851609,-0.0705246476824611
52.0,3.0,1.0,1485.0,13.0,3.0,-10.0,0.0792231791851609,-0.0705246476824611
48.0,3.0,1.0,1129.0,13.0,3.0,-13.0,0.0792231791851609,-0.0705246476824611
66.0,4.0,2.0,697.0,13.0,3.0,-6.0,0.0792231791851609,-0.0705246476824611
67.0,4.0,15.0,267.0,13.0,3.0,-6.0,0.0792231791851609,-0.0705246476824611
79.0,4.0,6.0,8.0,13.0,0.0,-6.0,0.0792231791851609,-0.0705246476824611
61.0,1.0,7.0,3544.0,6.0,3.0,0.0,0.0792231791851609,-0.1103616099590085
12.0,1.0,7.0,2814.0,6.0,3.0,-7.0,0.0792231791851609,-0.1103616099590085
9.0,2.0,9.0,2468.0,6.0,3.0,-4.0,0.0792231791851609,-0.1103616099590085
59.0,4.0,5.0,469.0,6.0,2.0,5.0,0.0792231791851609,-0.1103616099590085
10.0,4.0,6.0,18.0,6.0,1.0,-3.0,0.0792231791851609,-0.1103616099590085
73.0,5.0,8.0,485.0,6.0,2.0,0.0,0.0792231791851609,-0.1103616099590085
60.0,1.0,5.0,3470.0,14.0,3.0,0.0,0.0792231791851609,0.08708063585269
74.0,1.0,17.0,2981.0,14.0,3.0,-6.0,0.0792231791851609,0.08708063585269
72.0,2.0,7.0,2388.0,14.0,2.0,-2.0,0.0792231791851609,0.08708063585269
39.0,3.0,12.0,1452.0,14.0,3.0,-5.0,0.0792231791851609,0.08708063585269
85.0,3.0,15.0,1102.0,14.0,3.0,-5.0,0.0792231791851609,0.08708063585269
67.0,4.0,2.0,696.0,14.0,3.0,-12.0,0.0792231791851609,0.08708063585269
78.0,4.0,2.0,363.0,14.0,3.0,-12.0,0.0792231791851609,0.08708063585269
72.0,4.0,10.0,321.0,14.0,3.0,-12.0,0.0792231791851609,0.08708063585269
37.0,1.0,2.0,2732.0,9.0,3.0,-3.0,0.0792231791851609,-0.0640468378360922
13.0,2.0,4.0,2351.0,9.0,3.0,-3.0,0.0792231791851609,-0.0640468378360922
18.0,2.0,9.0,2337.0,9.0,3.0,-3.0,0.0792231791851609,-0.0640468378360922
17.0,2.0,7.0,1850.0,9.0,3.0,4.0,0.0792231791851609,-0.0640468378360922
62.0,3.0,4.0,1709.0,9.0,3.0,7.0,0.0792231791851609,-0.0640468378360922
4.0,4.0,4.0,498.0,9.0,2.0,14.0,0.0792231791851609,-0.0640468378360922
81.0,2.0,20.0,2643.0,18.0,3.0,0.0,0.0792231791851609,-0.0742065893917212
80.0,2.0,15.0,1920.0,18.0,2.0,0.0,0.0792231791851609,-0.0742065893917212
48.0,3.0,11.0,1180.0,18.0,3.0,8.0,0.0792231791851609,-0.0742065893917212
71.0,4.0,6.0,772.0,18.0,2.0,6.0,0.0792231791851609,-0.0742065893917212
44.0,4.0,5.0,120.0,18.0,2.0,-1.0,0.0792231791851609,-0.0742065893917212
27.0,2.0,5.0,2268.0,3.0,3.0,16.0,0.0792231791851609,-0.1532162216605156
66.0,3.0,1.0,1388.0,3.0,3.0,19.0,0.0792231791851609,-0.1532162216605156
34.0,4.0,20.0,242.0,3.0,2.0,33.0,0.0792231791851609,-0.1532162216605156
2.0,2.0,2.0,2081.0,3.0,3.0,14.0,0.0792231791851609,-0.0234325994787844
33.0,3.0,3.0,1558.0,3.0,3.0,17.0,0.0792231791851609,-0.0234325994787844
38.0,3.0,8.0,1552.0,3.0,3.0,17.0,0.0792231791851609,-0.0234325994787844
66.0,4.0,1.0,389.0,3.0,2.0,14.0,0.0792231791851609,-0.0234325994787844
16.0,1.0,8.0,3191.0,10.0,3.0,0.0,0.0792231791851609,-0.0839467729790897
39.0,2.0,3.0,2227.0,10.0,3.0,10.0,0.0792231791851609,-0.0839467729790897
24.0,4.0,1.0,559.0,10.0,3.0,35.0,0.0792231791851609,-0.0839467729790897
69.0,4.0,7.0,367.0,10.0,3.0,35.0,0.0792231791851609,-0.0839467729790897
93.0,4.0,7.0,73.0,10.0,2.0,35.0,0.0792231791851609,-0.0839467729790897
77.0,1.0,5.0,3420.0,1.0,3.0,0.0,0.0792231791851609,-0.1103616099590085
15.0,2.0,11.0,2402.0,1.0,3.0,-10.0,0.0792231791851609,-0.1103616099590085
71.0,2.0,31.0,1812.0,1.0,1.0,0.0,0.0792231791851609,-0.1103616099590085
88.0,3.0,5.0,1101.0,1.0,3.0,7.0,0.0792231791851609,-0.1103616099590085
34.0,4.0,7.0,736.0,1.0,3.0,4.0,0.0792231791851609,-0.1103616099590085
23.0,4.0,2.0,268.0,1.0,3.0,4.0,0.0792231791851609,-0.1103616099590085
33.0,4.0,12.0,263.0,1.0,3.0,4.0,0.0792231791851609,-0.1103616099590085
31.0,1.0,1.0,3284.0,13.0,2.0,0.0,0.0792231791851609,-0.0453079884668625
23.0,1.0,8.0,3160.0,13.0,2.0,0.0,0.0792231791851609,-0.0453079884668625
85.0,1.0,5.0,2993.0,13.0,1.0,0.0,0.0792231791851609,-0.0453079884668625
69.0,1.0,4.0,2759.0,13.0,1.0,-3.0,0.0792231791851609,-0.0453079884668625
74.0,1.0,9.0,2743.0,13.0,1.0,-3.0,0.0792231791851609,-0.0453079884668625
28.0,2.0,3.0,2452.0,13.0,1.0,-3.0,0.0792231791851609,-0.0453079884668625
58.0,2.0,14.0,2000.0,13.0,1.0,-3.0,0.0792231791851609,-0.0453079884668625
79.0,4.0,14.0,863.0,13.0,3.0,-14.0,0.0792231791851609,-0.0453079884668625
71.0,4.0,8.0,402.0,13.0,3.0,-14.0,0.0792231791851609,-0.0453079884668625
10.0,4.0,10.0,166.0,13.0,2.0,-14.0,0.0792231791851609,-0.0453079884668625
68.0,1.0,19.0,3024.0,,3.0,0.0,-0.0035601854403232,-0.0591133856420594
35.0,1.0,1.0,2814.0,,3.0,0.0,-0.0035601854403232,-0.0591133856420594
77.0,2.0,7.0,2656.0,,3.0,7.0,-0.0035601854403232,-0.0591133856420594
36.0,2.0,1.0,1873.0,,2.0,7.0,-0.0035601854403232,-0.0591133856420594
56.0,3.0,6.0,1699.0,,3.0,4.0,-0.0035601854403232,-0.0591133856420594
22.0,3.0,5.0,1409.0,,3.0,4.0,-0.0035601854403232,-0.0591133856420594
75.0,4.0,13.0,900.0,,3.0,7.0,-0.0035601854403232,-0.0591133856420594
29.0,4.0,2.0,42.0,,1.0,0.0,-0.0035601854403232,-0.0591133856420594
60.0,2.0,3.0,2532.0,2.0,3.0,-7.0,-0.0035601854403232,-0.0424186272815707
74.0,3.0,17.0,1115.0,2.0,3.0,-11.0,-0.0035601854403232,-0.0424186272815707
84.0,3.0,27.0,1104.0,2.0,3.0,-11.0,-0.0035601854403232,-0.0424186272815707
57.0,4.0,1.0,65.0,2.0,1.0,1.0,-0.0035601854403232,-0.0424186272815707
91.0,1.0,5.0,3359.0,,3.0,0.0,-0.0035601854403232,-0.0988063119033356
31.0,1.0,3.0,3057.0,,3.0,0.0,-0.0035601854403232,-0.0988063119033356
56.0,2.0,7.0,2667.0,,3.0,0.0,-0.0035601854403232,-0.0988063119033356
21.0,2.0,6.0,2410.0,,3.0,0.0,-0.0035601854403232,-0.0988063119033356
44.0,2.0,7.0,1834.0,,3.0,10.0,-0.0035601854403232,-0.0988063119033356
32.0,3.0,10.0,1641.0,,3.0,10.0,-0.0035601854403232,-0.0988063119033356
14.0,3.0,5.0,946.0,,3.0,6.0,-0.0035601854403232,-0.0988063119033356
84.0,4.0,19.0,26.0,,0.0,-1.0,-0.0035601854403232,-0.0988063119033356
67.0,1.0,8.0,3256.0,9.0,3.0,0.0,-0.0035601854403232,0.0011005030309583
52.0,1.0,2.0,3006.0,9.0,3.0,0.0,-0.0035601854403232,0.0011005030309583
93.0,1.0,7.0,2796.0,9.0,3.0,0.0,-0.0035601854403232,0.0011005030309583
50.0,2.0,3.0,1873.0,9.0,3.0,7.0,-0.0035601854403232,0.0011005030309583
55.0,2.0,8.0,1873.0,9.0,3.0,7.0,-0.0035601854403232,0.0011005030309583
22.0,2.0,19.0,1802.0,9.0,1.0,7.0,-0.0035601854403232,0.0011005030309583
71.0,3.0,6.0,1708.0,9.0,3.0,10.0,-0.0035601854403232,0.0011005030309583
83.0,3.0,19.0,1326.0,9.0,3.0,10.0,-0.0035601854403232,0.0011005030309583
28.0,4.0,8.0,823.0,9.0,3.0,10.0,-0.0035601854403232,0.0011005030309583
89.0,4.0,1.0,634.0,9.0,3.0,13.0,-0.0035601854403232,0.0011005030309583
2.0,4.0,2.0,114.0,9.0,3.0,13.0,-0.0035601854403232,0.0011005030309583
72.0,1.0,5.0,3511.0,4.0,3.0,0.0,-0.0035601854403232,0.0076780580368134
69.0,1.0,5.0,3386.0,4.0,3.0,-7.0,-0.0035601854403232,0.0076780580368134
55.0,1.0,2.0,2719.0,4.0,3.0,-7.0,-0.0035601854403232,0.0076780580368134
56.0,2.0,4.0,2182.0,4.0,3.0,-7.0,-0.0035601854403232,0.0076780580368134
5.0,2.0,4.0,1899.0,4.0,3.0,-7.0,-0.0035601854403232,0.0076780580368134
67.0,2.0,5.0,2451.0,16.0,3.0,14.0,-0.0035601854403232,-0.041395029736254
34.0,2.0,5.0,2228.0,16.0,3.0,14.0,-0.0035601854403232,-0.041395029736254
69.0,2.0,27.0,1819.0,16.0,3.0,11.0,-0.0035601854403232,-0.041395029736254
21.0,3.0,13.0,1206.0,16.0,3.0,18.0,-0.0035601854403232,-0.041395029736254
78.0,1.0,20.0,3257.0,7.0,3.0,0.0,-0.0035601854403232,0.027264893748704
71.0,1.0,6.0,2959.0,7.0,3.0,-3.0,-0.0035601854403232,0.027264893748704
27.0,2.0,11.0,2648.0,7.0,3.0,-3.0,-0.0035601854403232,0.027264893748704
40.0,2.0,13.0,2233.0,7.0,3.0,0.0,-0.0035601854403232,0.027264893748704
41.0,3.0,15.0,1354.0,7.0,2.0,-3.0,-0.0035601854403232,0.027264893748704
65.0,3.0,10.0,1129.0,7.0,2.0,-10.0,-0.0035601854403232,0.027264893748704
71.0,4.0,1.0,810.0,7.0,1.0,-10.0,-0.0035601854403232,0.027264893748704
62.0,4.0,7.0,703.0,7.0,1.0,-10.0,-0.0035601854403232,0.027264893748704
57.0,4.0,5.0,483.0,7.0,1.0,-17.0,-0.0035601854403232,0.027264893748704
62.0,4.0,10.0,483.0,7.0,1.0,-17.0,-0.0035601854403232,0.027264893748704
67.0,4.0,15.0,483.0,7.0,1.0,-17.0,-0.0035601854403232,0.027264893748704
76.0,4.0,11.0,382.0,7.0,1.0,-24.0,-0.0035601854403232,0.027264893748704
44.0,4.0,10.0,138.0,7.0,1.0,-24.0,-0.0035601854403232,0.027264893748704
49.0,1.0,2.0,3468.0,8.0,3.0,0.0,-0.0035601854403232,0.008025373455945
19.0,1.0,6.0,3338.0,8.0,3.0,0.0,-0.0035601854403232,0.008025373455945
40.0,1.0,9.0,2994.0,8.0,3.0,-4.0,-0.0035601854403232,0.008025373455945
45.0,1.0,14.0,2994.0,8.0,3.0,-4.0,-0.0035601854403232,0.008025373455945
63.0,2.0,8.0,2354.0,8.0,3.0,-11.0,-0.0035601854403232,0.008025373455945
72.0,2.0,5.0,2086.0,8.0,3.0,-11.0,-0.0035601854403232,0.008025373455945
64.0,3.0,2.0,1659.0,8.0,3.0,-14.0,-0.0035601854403232,0.008025373455945
1.0,3.0,1.0,1423.0,8.0,3.0,-14.0,-0.0035601854403232,0.008025373455945
73.0,3.0,1.0,1039.0,8.0,3.0,-7.0,-0.0035601854403232,0.008025373455945
28.0,1.0,9.0,3293.0,7.0,3.0,0.0,-0.0035601854403232,0.0297840916448986
30.0,1.0,3.0,2826.0,7.0,3.0,3.0,-0.0035601854403232,0.0297840916448986
81.0,2.0,14.0,2700.0,7.0,3.0,3.0,-0.0035601854403232,0.0297840916448986
78.0,2.0,4.0,2499.0,7.0,3.0,3.0,-0.0035601854403232,0.0297840916448986
64.0,2.0,7.0,2043.0,7.0,3.0,0.0,-0.0035601854403232,0.0297840916448986
55.0,2.0,3.0,1858.0,7.0,3.0,0.0,-0.0035601854403232,0.0297840916448986
44.0,3.0,15.0,1616.0,7.0,3.0,-3.0,-0.0035601854403232,0.0297840916448986
43.0,3.0,13.0,1237.0,7.0,3.0,-3.0,-0.0035601854403232,0.0297840916448986
73.0,3.0,16.0,1008.0,7.0,3.0,-3.0,-0.0035601854403232,0.0297840916448986
64.0,4.0,10.0,650.0,7.0,3.0,-12.0,-0.0035601854403232,0.0297840916448986
51.0,1.0,13.0,3367.0,13.0,3.0,0.0,-0.0035601854403232,-0.0223386577690943
62.0,1.0,16.0,2825.0,13.0,3.0,0.0,-0.0035601854403232,-0.0223386577690943
39.0,2.0,5.0,2475.0,13.0,3.0,0.0,-0.0035601854403232,-0.0223386577690943
44.0,2.0,10.0,2475.0,13.0,3.0,0.0,-0.0035601854403232,-0.0223386577690943
17.0,2.0,2.0,1935.0,13.0,3.0,0.0,-0.0035601854403232,-0.0223386577690943
43.0,2.0,1.0,1842.0,13.0,2.0,3.0,-0.0035601854403232,-0.0223386577690943
52.0,3.0,12.0,1435.0,13.0,3.0,6.0,-0.0035601854403232,-0.0223386577690943
73.0,3.0,4.0,1289.0,13.0,3.0,-1.0,-0.0035601854403232,-0.0223386577690943
85.0,4.0,30.0,865.0,13.0,3.0,-1.0,-0.0035601854403232,-0.0223386577690943
28.0,4.0,3.0,225.0,13.0,3.0,-1.0,-0.0035601854403232,-0.0223386577690943
53.0,1.0,10.0,3183.0,3.0,3.0,0.0,-0.0035601854403232,-0.0092090155087685
67.0,1.0,2.0,2891.0,3.0,3.0,0.0,-0.0035601854403232,-0.0092090155087685
34.0,1.0,4.0,2729.0,3.0,3.0,0.0,-0.0035601854403232,-0.0092090155087685
56.0,2.0,1.0,2451.0,3.0,3.0,3.0,-0.0035601854403232,-0.0092090155087685
1.0,2.0,1.0,2036.0,3.0,3.0,3.0,-0.0035601854403232,-0.0092090155087685
6.0,2.0,6.0,2036.0,3.0,3.0,3.0,-0.0035601854403232,-0.0092090155087685
46.0,3.0,9.0,1098.0,3.0,3.0,10.0,-0.0035601854403232,-0.0092090155087685
83.0,4.0,7.0,456.0,3.0,3.0,3.0,-0.0035601854403232,-0.0092090155087685
31.0,4.0,8.0,75.0,3.0,2.0,3.0,-0.0035601854403232,-0.0092090155087685
68.0,1.0,11.0,3031.0,9.0,3.0,0.0,-0.0035601854403232,-0.0023495398203251
53.0,2.0,12.0,1920.0,9.0,3.0,7.0,-0.0035601854403232,-0.0023495398203251
12.0,3.0,4.0,1349.0,9.0,3.0,4.0,-0.0035601854403232,-0.0023495398203251
17.0,3.0,9.0,1349.0,9.0,3.0,4.0,-0.0035601854403232,-0.0023495398203251
57.0,3.0,10.0,952.0,9.0,3.0,7.0,-0.0035601854403232,-0.0023495398203251
62.0,3.0,15.0,952.0,9.0,3.0,7.0,-0.0035601854403232,-0.0023495398203251
11.0,4.0,3.0,714.0,9.0,3.0,1.0,-0.0035601854403232,-0.0023495398203251
80.0,4.0,15.0,391.0,9.0,3.0,1.0,-0.0035601854403232,-0.0023495398203251
51.0,1.0,4.0,3388.0,16.0,3.0,0.0,-0.0035601854403232,-0.0092090155087685
78.0,1.0,5.0,3045.0,16.0,3.0,-3.0,-0.0035601854403232,-0.0092090155087685
75.0,2.0,10.0,2671.0,16.0,3.0,-10.0,-0.0035601854403232,-0.0092090155087685
75.0,2.0,7.0,2181.0,16.0,3.0,-17.0,-0.0035601854403232,-0.0092090155087685
32.0,2.0,3.0,2014.0,16.0,3.0,-17.0,-0.0035601854403232,-0.0092090155087685
37.0,3.0,14.0,1030.0,16.0,3.0,-18.0,-0.0035601854403232,-0.0092090155087685
70.0,4.0,11.0,610.0,16.0,3.0,-15.0,-0.0035601854403232,-0.0092090155087685
92.0,4.0,24.0,421.0,16.0,3.0,-9.0,-0.0035601854403232,-0.0092090155087685
55.0,4.0,1.0,185.0,16.0,2.0,-9.0,-0.0035601854403232,-0.0092090155087685
38.0,4.0,6.0,103.0,16.0,2.0,-9.0,-0.0035601854403232,-0.0092090155087685
55.0,4.0,6.0,60.0,16.0,0.0,-2.0,-0.0035601854403232,-0.0092090155087685
20.0,1.0,1.0,3375.0,12.0,3.0,0.0,-0.0035601854403232,0.0014618340201884
3.0,1.0,3.0,3164.0,12.0,3.0,0.0,-0.0035601854403232,0.0014618340201884
68.0,2.0,15.0,1845.0,12.0,3.0,0.0,-0.0035601854403232,0.0014618340201884
15.0,3.0,1.0,1109.0,12.0,3.0,-7.0,-0.0035601854403232,0.0014618340201884
20.0,3.0,6.0,1104.0,12.0,3.0,-7.0,-0.0035601854403232,0.0014618340201884
71.0,4.0,6.0,721.0,12.0,3.0,-11.0,-0.0035601854403232,0.0014618340201884
14.0,4.0,6.0,321.0,12.0,3.0,-14.0,-0.0035601854403232,0.0014618340201884
70.0,2.0,5.0,2661.0,5.0,3.0,-3.0,-0.0035601854403232,0.027264893748704
75.0,2.0,6.0,2476.0,5.0,3.0,-10.0,-0.0035601854403232,0.027264893748704
57.0,3.0,17.0,1576.0,5.0,3.0,-17.0,-0.0035601854403232,0.027264893748704
66.0,4.0,1.0,487.0,5.0,3.0,-20.0,-0.0035601854403232,0.027264893748704
40.0,1.0,6.0,3340.0,7.0,3.0,0.0,-0.0035601854403232,0.0570627815130535
50.0,1.0,6.0,2917.0,7.0,3.0,0.0,-0.0035601854403232,0.0570627815130535
23.0,2.0,1.0,2160.0,7.0,3.0,7.0,-0.0035601854403232,0.0570627815130535
5.0,2.0,5.0,2024.0,7.0,3.0,7.0,-0.0035601854403232,0.0570627815130535
33.0,3.0,1.0,1263.0,7.0,3.0,6.0,-0.0035601854403232,0.0570627815130535
28.0,3.0,7.0,1187.0,7.0,3.0,6.0,-0.0035601854403232,0.0570627815130535
88.0,3.0,11.0,969.0,7.0,3.0,9.0,-0.0035601854403232,0.0570627815130535
16.0,4.0,16.0,273.0,7.0,3.0,2.0,-0.0035601854403232,0.0570627815130535
66.0,4.0,1.0,23.0,7.0,1.0,-1.0,-0.0035601854403232,0.0570627815130535
45.0,2.0,2.0,2658.0,3.0,3.0,-3.0,-0.0035601854403232,-0.0023495398203251
77.0,2.0,7.0,2496.0,3.0,3.0,-3.0,-0.0035601854403232,-0.0023495398203251
59.0,2.0,8.0,2140.0,3.0,3.0,-3.0,-0.0035601854403232,-0.0023495398203251
43.0,2.0,11.0,1963.0,3.0,3.0,-3.0,-0.0035601854403232,-0.0023495398203251
6.0,2.0,6.0,1814.0,3.0,0.0,-3.0,-0.0035601854403232,-0.0023495398203251
58.0,3.0,2.0,1240.0,3.0,3.0,4.0,-0.0035601854403232,-0.0023495398203251
17.0,3.0,1.0,969.0,3.0,3.0,4.0,-0.0035601854403232,-0.0023495398203251
77.0,4.0,1.0,499.0,3.0,3.0,4.0,-0.0035601854403232,-0.0023495398203251
28.0,4.0,2.0,77.0,3.0,3.0,-3.0,-0.0035601854403232,-0.0023495398203251
70.0,4.0,10.0,16.0,3.0,2.0,0.0,-0.0035601854403232,-0.0023495398203251
53.0,5.0,9.0,391.0,3.0,2.0,0.0,-0.0035601854403232,-0.0023495398203251
51.0,1.0,1.0,3296.0,3.0,2.0,0.0,-0.0078812804555523,0.0516920690602333
65.0,1.0,9.0,3068.0,3.0,2.0,0.0,-0.0078812804555523,0.0516920690602333
6.0,1.0,3.0,2899.0,3.0,2.0,0.0,-0.0078812804555523,0.0516920690602333
68.0,2.0,5.0,2696.0,3.0,2.0,3.0,-0.0078812804555523,0.0516920690602333
51.0,2.0,12.0,2288.0,3.0,2.0,3.0,-0.0078812804555523,0.0516920690602333
64.0,3.0,9.0,1665.0,3.0,3.0,7.0,-0.0078812804555523,0.0516920690602333
62.0,4.0,6.0,615.0,3.0,3.0,21.0,-0.0078812804555523,0.0516920690602333
37.0,1.0,1.0,3012.0,6.0,3.0,7.0,-0.0078812804555523,-0.0052697864000928
1.0,2.0,1.0,2687.0,6.0,3.0,7.0,-0.0078812804555523,-0.0052697864000928
66.0,3.0,1.0,1289.0,6.0,3.0,14.0,-0.0078812804555523,-0.0052697864000928
40.0,4.0,1.0,556.0,6.0,3.0,14.0,-0.0078812804555523,-0.0052697864000928
72.0,4.0,12.0,414.0,6.0,3.0,7.0,-0.0078812804555523,-0.0052697864000928
33.0,4.0,9.0,143.0,6.0,3.0,0.0,-0.0078812804555523,-0.0052697864000928
69.0,1.0,4.0,3514.0,10.0,3.0,0.0,-0.0078812804555523,0.0886040607087883
80.0,2.0,15.0,2586.0,10.0,3.0,4.0,-0.0078812804555523,0.0886040607087883
38.0,3.0,5.0,1058.0,10.0,2.0,8.0,-0.0078812804555523,0.0886040607087883
52.0,4.0,8.0,403.0,10.0,2.0,5.0,-0.0078812804555523,0.0886040607087883
24.0,2.0,18.0,2577.0,10.0,3.0,11.0,-0.0078812804555523,0.0401938593065039
28.0,2.0,9.0,2039.0,10.0,3.0,14.0,-0.0078812804555523,0.0401938593065039
33.0,2.0,14.0,2024.0,10.0,3.0,14.0,-0.0078812804555523,0.0401938593065039
70.0,2.0,5.0,1917.0,10.0,3.0,17.0,-0.0078812804555523,0.0401938593065039
70.0,3.0,15.0,1740.0,10.0,3.0,10.0,-0.0078812804555523,0.0401938593065039
57.0,3.0,8.0,1320.0,10.0,3.0,7.0,-0.0078812804555523,0.0401938593065039
66.0,3.0,1.0,995.0,10.0,2.0,0.0,-0.0078812804555523,0.0401938593065039
2.0,4.0,2.0,255.0,10.0,2.0,0.0,-0.0078812804555523,0.0401938593065039
19.0,1.0,8.0,3187.0,3.0,3.0,0.0,-0.0078812804555523,0.0450175945626723
47.0,1.0,11.0,2878.0,3.0,3.0,3.0,-0.0078812804555523,0.0450175945626723
57.0,2.0,4.0,1920.0,3.0,2.0,3.0,-0.0078812804555523,0.0450175945626723
41.0,3.0,3.0,1656.0,3.0,3.0,0.0,-0.0078812804555523,0.0450175945626723
40.0,3.0,4.0,1554.0,3.0,3.0,0.0,-0.0078812804555523,0.0450175945626723
3.0,4.0,1.0,586.0,3.0,3.0,3.0,-0.0078812804555523,0.0450175945626723
7.0,4.0,5.0,586.0,3.0,3.0,3.0,-0.0078812804555523,0.0450175945626723
42.0,1.0,14.0,3282.0,3.0,3.0,0.0,-0.0078812804555523,-0.0519976970335451
38.0,1.0,16.0,2731.0,3.0,3.0,0.0,-0.0078812804555523,-0.0519976970335451
16.0,2.0,10.0,1908.0,3.0,3.0,0.0,-0.0078812804555523,-0.0519976970335451
79.0,2.0,1.0,1818.0,3.0,2.0,3.0,-0.0078812804555523,-0.0519976970335451
5.0,3.0,5.0,1484.0,3.0,3.0,3.0,-0.0078812804555523,-0.0519976970335451
14.0,1.0,3.0,2911.0,6.0,3.0,-7.0,-0.0078812804555523,-0.0187787310091106
75.0,2.0,10.0,2657.0,6.0,3.0,-7.0,-0.0078812804555523,-0.0187787310091106
16.0,2.0,5.0,2409.0,6.0,3.0,-7.0,-0.0078812804555523,-0.0187787310091106
94.0,3.0,29.0,1715.0,6.0,3.0,3.0,-0.0078812804555523,-0.0187787310091106
1.0,3.0,1.0,1363.0,6.0,3.0,3.0,-0.0078812804555523,-0.0187787310091106
49.0,4.0,1.0,815.0,6.0,3.0,7.0,-0.0078812804555523,-0.0187787310091106
37.0,4.0,9.0,689.0,6.0,3.0,7.0,-0.0078812804555523,-0.0187787310091106
50.0,4.0,10.0,24.0,6.0,0.0,3.0,-0.0078812804555523,-0.0187787310091106
56.0,1.0,9.0,3467.0,4.0,3.0,0.0,-0.0078812804555523,0.0096742195078323
4.0,1.0,4.0,3366.0,4.0,3.0,0.0,-0.0078812804555523,0.0096742195078323
72.0,1.0,7.0,3018.0,4.0,3.0,-4.0,-0.0078812804555523,0.0096742195078323
87.0,2.0,22.0,2665.0,4.0,3.0,-7.0,-0.0078812804555523,0.0096742195078323
64.0,2.0,28.0,2155.0,4.0,3.0,-7.0,-0.0078812804555523,0.0096742195078323
9.0,2.0,2.0,1920.0,4.0,3.0,-7.0,-0.0078812804555523,0.0096742195078323
12.0,4.0,1.0,136.0,4.0,3.0,8.0,-0.0078812804555523,0.0096742195078323
83.0,1.0,11.0,3349.0,7.0,3.0,0.0,-0.0078812804555523,0.0440237093254266
55.0,2.0,9.0,2513.0,7.0,3.0,7.0,-0.0078812804555523,0.0440237093254266
14.0,3.0,8.0,1409.0,7.0,3.0,11.0,-0.0078812804555523,0.0440237093254266
75.0,4.0,10.0,894.0,7.0,2.0,11.0,-0.0078812804555523,0.0440237093254266
23.0,4.0,14.0,516.0,7.0,1.0,11.0,-0.0078812804555523,0.0440237093254266
52.0,4.0,8.0,29.0,7.0,0.0,14.0,-0.0078812804555523,0.0440237093254266
43.0,1.0,8.0,3457.0,18.0,3.0,0.0,-0.0078812804555523,0.0010490319081859
87.0,1.0,14.0,3031.0,18.0,3.0,0.0,-0.0078812804555523,0.0010490319081859
45.0,2.0,2.0,2700.0,18.0,3.0,0.0,-0.0078812804555523,0.0010490319081859
45.0,2.0,2.0,2700.0,18.0,3.0,0.0,-0.0078812804555523,0.0010490319081859
14.0,2.0,10.0,1805.0,18.0,0.0,0.0,-0.0078812804555523,0.0010490319081859
93.0,3.0,9.0,1593.0,18.0,3.0,3.0,-0.0078812804555523,0.0010490319081859
41.0,3.0,26.0,1141.0,18.0,3.0,0.0,-0.0078812804555523,0.0010490319081859
19.0,4.0,4.0,511.0,18.0,3.0,0.0,-0.0078812804555523,0.0010490319081859
40.0,4.0,15.0,277.0,18.0,3.0,10.0,-0.0078812804555523,0.0010490319081859
41.0,4.0,10.0,120.0,18.0,3.0,10.0,-0.0078812804555523,0.0010490319081859
10.0,1.0,10.0,3268.0,14.0,3.0,0.0,-0.0078812804555523,0.0079741470113969
12.0,1.0,4.0,2828.0,14.0,3.0,3.0,-0.0078812804555523,0.0079741470113969
50.0,2.0,1.0,2517.0,14.0,3.0,6.0,-0.0078812804555523,0.0079741470113969
37.0,2.0,10.0,2096.0,14.0,3.0,-1.0,-0.0078812804555523,0.0079741470113969
6.0,3.0,6.0,1376.0,14.0,3.0,-1.0,-0.0078812804555523,0.0079741470113969
