Yardline,Quarter,Yds_to_go,Time_remaining,Wind_speed,Timeouts,Score_differential,Offense_strength,Opp_defense_strength,WP_go,WP_fg,WP_punt
40.0,4.0,20.0,249.0,3.0,2.0,21.0,-0.0579264296982367,-0.1254975692627722,0.9791299473449536,0.98153138564537,0.9880273622144463
49.0,1.0,6.0,3345.0,,3.0,0.0,-0.0579264296982367,-0.023619877144352,0.5462767997920455,0.5322934664587122,0.5131351296013643
75.0,2.0,6.0,2609.0,,2.0,7.0,-0.0579264296982367,-0.023619877144352,0.7548139629375785,0.7848139629375785,0.733953208883963
74.0,2.0,4.0,2381.0,,2.0,7.0,-0.0579264296982367,-0.023619877144352,0.7611663423524591,0.7911663423524591,0.7270389822399177
28.0,2.0,2.0,1902.0,,2.0,0.0,-0.0579264296982367,-0.023619877144352,0.5781062200821583,0.6052877293723599,0.5486736081188218
53.0,3.0,10.0,1707.0,,3.0,0.0,-0.0579264296982367,-0.023619877144352,0.4372895978428241,0.5063581320541946,0.4835337609950172
57.0,3.0,3.0,1177.0,,3.0,-7.0,-0.0579264296982367,-0.023619877144352,0.243255211401248,0.2186915076975443,0.21516322562195073
34.0,1.0,30.0,3044.0,12.0,3.0,7.0,-0.0579264296982367,-0.0122834788418119,0.7634898453041128,0.7568845883710964,0.7348842768523951
46.0,2.0,7.0,2457.0,12.0,3.0,7.0,-0.0579264296982367,-0.0122834788418119,0.7442541814060301,0.6876042984867043,0.7263275147393634
46.0,2.0,5.0,2223.0,12.0,3.0,7.0,-0.0579264296982367,-0.0122834788418119,0.7499713918681588,0.6917861558386955,0.7308313918681588
39.0,2.0,9.0,1905.0,12.0,3.0,7.0,-0.0579264296982367,-0.0122834788418119,0.8056528320561283,0.797394108179101,0.7682965867208972
36.0,2.0,5.0,1802.0,12.0,0.0,10.0,-0.0579264296982367,-0.0122834788418119,0.8549122294890998,0.8705593396605277,0.838826422950675
51.0,3.0,5.0,1462.0,12.0,3.0,13.0,-0.0579264296982367,-0.0122834788418119,0.9005838410098203,0.824826136376117,0.8822490261950054
35.0,4.0,1.0,900.0,12.0,2.0,7.0,-0.0579264296982367,-0.0122834788418119,0.8600666771272206,0.8500906292593431,0.84771465983625
18.0,4.0,1.0,740.0,12.0,2.0,7.0,-0.0579264296982367,-0.0122834788418119,0.8878406760889727,0.861011046459343,0.8467959398622908
80.0,4.0,10.0,542.0,12.0,2.0,10.0,-0.0579264296982367,-0.0122834788418119,0.9437881350612473,0.9193296165427287,0.903192306545884
82.0,4.0,1.0,271.0,12.0,2.0,7.0,-0.0579264296982367,-0.0122834788418119,0.9070222774371572,0.8704454255853054,0.8355571080233165
72.0,4.0,3.0,11.0,12.0,2.0,7.0,-0.0579264296982367,-0.0122834788418119,0.9533776491730575,0.9151156121360204,0.912440099437693
77.0,4.0,8.0,11.0,12.0,2.0,7.0,-0.0579264296982367,-0.0122834788418119,0.9730081608904458,0.9347461238534087,0.9070435270052146
54.0,1.0,1.0,3016.0,3.0,3.0,7.0,-0.0579264296982367,-0.0244082847561596,0.6079799646977821,0.5882413131817675,0.592951816549634
43.0,2.0,2.0,2185.0,3.0,2.0,14.0,-0.0579264296982367,-0.0244082847561596,0.871389986282995,0.8120868403836596,0.8677292449017412
41.0,3.0,6.0,1473.0,3.0,3.0,24.0,-0.0579264296982367,-0.0244082847561596,0.9424183341830145,0.8901186863200364,0.9347753240850508
50.0,3.0,5.0,1068.0,3.0,3.0,24.0,-0.0579264296982367,-0.0244082847561596,0.9701377542025207,0.9406898543746315,0.968473886500473
48.0,4.0,3.0,511.0,3.0,3.0,25.0,-0.0579264296982367,-0.0244082847561596,0.9784481563620301,0.9526851646496335,0.9790405759600715
74.0,1.0,16.0,3422.0,3.0,3.0,0.0,-0.0579264296982367,0.0603942830097032,0.45353171037626405,0.47287410288699383,0.4835317103762641
16.0,1.0,5.0,3058.0,3.0,3.0,-2.0,-0.0579264296982367,0.0603942830097032,0.4822176232122888,0.4664035491382147,0.4118053209788441
41.0,2.0,7.0,2582.0,3.0,3.0,-9.0,-0.0579264296982367,0.0603942830097032,0.22484707334039425,0.2083226288959498,0.19319995207014132
46.0,2.0,12.0,2582.0,3.0,3.0,-9.0,-0.0579264296982367,0.0603942830097032,0.24509765824075957,0.21099497953961574,0.22857321379631512
61.0,2.0,2.0,1948.0,3.0,2.0,-16.0,-0.0579264296982367,0.0603942830097032,0.05533003870652983,0.052733656148493985,0.07155773022256806
66.0,2.0,7.0,1948.0,3.0,2.0,-16.0,-0.0579264296982367,0.0603942830097032,0.07350718571108139,0.055796876259322045,0.07462095033339612
32.0,2.0,5.0,1816.0,3.0,0.0,-16.0,-0.0579264296982367,0.0603942830097032,0.06528529897429824,0.10956110364479935,0.08984308743827021
84.0,3.0,1.0,1671.0,3.0,3.0,-13.0,-0.0579264296982367,0.0603942830097032,0.12357778260828059,0.10586222705272504,0.0898901799072811
68.0,3.0,3.0,1328.0,3.0,3.0,-20.0,-0.0579264296982367,0.0603942830097032,0.060408859609947,0.044357007758095146,0.05212119862513472
70.0,4.0,7.0,872.0,3.0,3.0,-6.0,-0.0579264296982367,0.0603942830097032,0.1764281188228402,0.16535729914443184,0.19930174358887626
20.0,4.0,12.0,399.0,3.0,2.0,-6.0,-0.0579264296982367,0.0603942830097032,0.09010349387870081,0.22392568045226724,0.1568894729248344
20.0,4.0,1.0,127.0,3.0,2.0,-10.0,-0.0579264296982367,0.0603942830097032,0.08113325590513146,0.05035253800511702,0.07546984985330729
95.0,1.0,17.0,3162.0,9.0,3.0,7.0,-0.0579264296982367,0.0327524543517546,0.6948235773171998,0.7248235773171998,0.7211302555636173
35.0,1.0,6.0,2820.0,9.0,3.0,4.0,-0.0579264296982367,0.0327524543517546,0.6660889123689001,0.6876879195615486,0.6476415460145648
28.0,2.0,4.0,2367.0,9.0,3.0,-1.0,-0.0579264296982367,0.0327524543517546,0.5342743722520734,0.5641991538116755,0.48698829867199755
39.0,3.0,15.0,1652.0,9.0,3.0,6.0,-0.0579264296982367,0.0327524543517546,0.7266749697170405,0.7955657175316804,0.7501494089763022
63.0,3.0,12.0,1320.0,9.0,3.0,6.0,-0.0579264296982367,0.0327524543517546,0.7218544045363864,0.7409521715854464,0.7518544045363864
88.0,4.0,10.0,110.0,9.0,1.0,7.0,-0.0579264296982367,0.0327524543517546,0.9071958653600865,0.869575494989716,0.8235887539377243
40.0,1.0,4.0,3457.0,9.0,3.0,0.0,-0.0579264296982367,-0.0017807959942073,0.5210523095897603,0.5305421737103007,0.4897467523489586
23.0,1.0,11.0,3054.0,9.0,3.0,-7.0,-0.0579264296982367,-0.0017807959942073,0.30342426901833724,0.2885931579072261,0.2813660202861923
27.0,2.0,21.0,2652.0,9.0,3.0,-4.0,-0.0579264296982367,-0.0017807959942073,0.3711058863406841,0.40803419901322313,0.39892137840361136
56.0,2.0,23.0,2265.0,9.0,3.0,-4.0,-0.0579264296982367,-0.0017807959942073,0.2567849048644125,0.2821680347844666,0.30767497922891107
19.0,2.0,6.0,1822.0,9.0,1.0,-4.0,-0.0579264296982367,-0.0017807959942073,0.3356138810389277,0.3396797214099773,0.3622505430670599
28.0,3.0,16.0,992.0,9.0,3.0,4.0,-0.0579264296982367,-0.0017807959942073,0.7407498759568897,0.7503688248727169,0.7124440612040442
4.0,4.0,3.0,861.0,9.0,3.0,7.0,-0.0579264296982367,-0.0017807959942073,0.8564108256918804,0.8417623626763878,0.8406985026428148
53.0,4.0,3.0,612.0,9.0,3.0,3.0,-0.0579264296982367,-0.0017807959942073,0.6706269246538671,0.6939694281224261,0.6485287654126946
76.0,1.0,11.0,3555.0,6.0,3.0,0.0,-0.0579264296982367,-0.0122834788418119,0.39286632963179713,0.42286632963179716,0.3976615649929472
53.0,1.0,1.0,3119.0,6.0,3.0,-7.0,-0.0579264296982367,-0.0122834788418119,0.27886652571591075,0.2766112996061559,0.2921448279279706
12.0,1.0,2.0,2897.0,6.0,3.0,-7.0,-0.0579264296982367,-0.0122834788418119,0.3311344493485255,0.3154892641633403,0.3006313171625254
44.0,2.0,13.0,2472.0,6.0,2.0,-11.0,-0.0579264296982367,-0.0122834788418119,0.17137724190909273,0.17134512591795523,0.15787133571077433
81.0,3.0,14.0,1490.0,6.0,3.0,-17.0,-0.0579264296982367,-0.0122834788418119,0.05738703030578668,0.038479622898379265,0.05421820345103269
8.0,3.0,2.0,1077.0,6.0,3.0,-17.0,-0.0579264296982367,-0.0122834788418119,0.05052807846078779,0.06804659060680214,0.06497454346478562
60.0,4.0,10.0,822.0,6.0,3.0,-17.0,-0.0579264296982367,-0.0122834788418119,0.0042310182304072875,0.0042310182304072875,0.012795405336914633
75.0,4.0,5.0,289.0,6.0,3.0,-10.0,-0.0579264296982367,-0.0122834788418119,0.03973380180336448,0.020608127095417168,0.05246970116949124
7.0,1.0,6.0,2987.0,9.0,3.0,0.0,-0.0494160799128072,0.0275294113230999,0.5762012612482521,0.5594334834704743,0.5310000246934029
49.0,2.0,6.0,2695.0,9.0,3.0,3.0,-0.0494160799128072,0.0275294113230999,0.6125255638677937,0.5944922305344603,0.5916849058747394
80.0,2.0,16.0,2242.0,9.0,2.0,3.0,-0.0494160799128072,0.0275294113230999,0.5647233594595075,0.5947233594595075,0.5642227385444327
7.0,3.0,7.0,969.0,9.0,1.0,17.0,-0.0494160799128072,0.0275294113230999,0.9886328117872942,0.9826906986389273,0.984879824811377
76.0,4.0,12.0,754.0,9.0,1.0,20.0,-0.0494160799128072,0.0275294113230999,0.984596483768486,0.9682788911758933,0.9785271698090287
87.0,4.0,5.0,444.0,9.0,1.0,20.0,-0.0494160799128072,0.0275294113230999,0.9866422889732818,0.9701811778621707,0.9834352381966179
77.0,4.0,1.0,256.0,9.0,1.0,20.0,-0.0494160799128072,0.0275294113230999,0.9887745166079909,0.9722263684598427,0.9886634110596719
49.0,4.0,3.0,73.0,9.0,0.0,20.0,-0.0494160799128072,0.0275294113230999,0.9844159433493513,0.9611108886150741,0.9844159433493513
46.0,1.0,15.0,3314.0,2.0,3.0,0.0,-0.0494160799128072,-0.0181295755429661,0.5197161325151786,0.47019031601379485,0.5112052116502023
68.0,2.0,18.0,1978.0,2.0,3.0,7.0,-0.0494160799128072,-0.0181295755429661,0.747182603226151,0.7771826032261511,0.7638501237096137
40.0,2.0,6.0,1861.0,2.0,1.0,7.0,-0.0494160799128072,-0.0181295755429661,0.7705018465411886,0.7494848095041515,0.7463079342298813
56.0,3.0,6.0,1648.0,2.0,3.0,14.0,-0.0494160799128072,-0.0181295755429661,0.9495487008375519,0.9324879600968111,0.9168026095125503
51.0,3.0,1.0,1640.0,2.0,3.0,14.0,-0.0494160799128072,-0.0181295755429661,0.8884612531501085,0.8190777900005997,0.8764718665092434
77.0,3.0,12.0,1408.0,2.0,3.0,11.0,-0.0494160799128072,-0.0181295755429661,0.9009403692565459,0.9309403692565459,0.8909613969157044
10.0,4.0,5.0,900.0,2.0,3.0,11.0,-0.0494160799128072,-0.0181295755429661,0.9506822473606557,0.9359268600119605,0.914228069228105
48.0,4.0,11.0,228.0,2.0,1.0,14.0,-0.0494160799128072,-0.0181295755429661,0.9695208960030668,0.9345279407971389,0.9789625837117036
61.0,1.0,11.0,3524.0,10.0,3.0,0.0,-0.0494160799128072,0.1569443325794988,0.42764534241472807,0.45764534241472804,0.4287655876128434
67.0,1.0,2.0,3158.0,10.0,3.0,-3.0,-0.0494160799128072,0.1569443325794988,0.36266498114903073,0.34771831448236407,0.3450589858954814
83.0,1.0,18.0,2833.0,10.0,3.0,-10.0,-0.0494160799128072,0.1569443325794988,0.2543033108470528,0.23917849603223798,0.1879455875434926
71.0,2.0,6.0,2401.0,10.0,3.0,-13.0,-0.0494160799128072,0.1569443325794988,0.19144486290542592,0.17589227031283333,0.14950686094901075
62.0,2.0,8.0,1982.0,10.0,3.0,-20.0,-0.0494160799128072,0.1569443325794988,0.08843935067296463,0.07269027659889056,0.07637028281728642
71.0,2.0,6.0,1822.0,10.0,1.0,-23.0,-0.0494160799128072,0.1569443325794988,0.05667532281879918,0.04467532281879918,0.040377519034555547
58.0,3.0,11.0,1112.0,10.0,3.0,-37.0,-0.0494160799128072,0.1569443325794988,0.052113903501760234,0.04011390350176023,0.034885171413785575
40.0,4.0,8.0,585.0,10.0,3.0,-44.0,-0.0494160799128072,0.1569443325794988,0.015933567463332424,0.0340445849504306,0.015210742038971355
39.0,1.0,9.0,3353.0,6.0,3.0,0.0,-0.0494160799128072,0.0280250193339084,0.5363429512932998,0.5224218401821886,0.5170782732902236
69.0,2.0,3.0,2650.0,6.0,3.0,-3.0,-0.0494160799128072,0.0280250193339084,0.35586405784778796,0.385864057847788,0.3832299721051466
92.0,2.0,12.0,2432.0,6.0,3.0,-3.0,-0.0494160799128072,0.0280250193339084,0.2646524221787271,0.2759361191625729,0.2946524221787271
96.0,2.0,16.0,2432.0,6.0,3.0,-3.0,-0.0494160799128072,0.0280250193339084,0.25833561231183666,0.27433151397520594,0.28833561231183663
73.0,2.0,5.0,1943.0,6.0,2.0,-13.0,-0.0494160799128072,0.0280250193339084,0.13978343101906332,0.12287380138943368,0.10850700139402669
24.0,3.0,16.0,1656.0,6.0,3.0,-19.0,-0.0494160799128072,0.0280250193339084,0.06919356925352481,0.07400382954612943,0.06687101998652392
61.0,4.0,22.0,869.0,6.0,2.0,-10.0,-0.0494160799128072,0.0280250193339084,0.08325434071925335,0.09475459415949647,0.12366246452986684
47.0,4.0,12.0,348.0,6.0,2.0,-10.0,-0.0494160799128072,0.0280250193339084,0.04584085102505052,0.0729727216591512,0.10493866590587604
